"OTU","Sample","Abundance","Kingdom","Phylum","Class","Order","Family","Genus"
"1b039cbaab99f38bec0461ac24d07eec","S00PP-0017",45725,"teria","teroidota","teroidia","teroidales","votellaceae","votellaceae_NK3B31_group"
"1b039cbaab99f38bec0461ac24d07eec","S00PP-0022",42928,"teria","teroidota","teroidia","teroidales","votellaceae","votellaceae_NK3B31_group"
"1b039cbaab99f38bec0461ac24d07eec","S00PP-0027",41647,"teria","teroidota","teroidia","teroidales","votellaceae","votellaceae_NK3B31_group"
"1b039cbaab99f38bec0461ac24d07eec","S00PP-0014",34695,"teria","teroidota","teroidia","teroidales","votellaceae","votellaceae_NK3B31_group"
"ddb5124b46f97d3a81bcba281fde7ee7","S00PP-0003",34499,"teria","teroidota","teroidia","teroidales","teroidaceae","teroides"
"1b039cbaab99f38bec0461ac24d07eec","S00PP-0023",34436,"teria","teroidota","teroidia","teroidales","votellaceae","votellaceae_NK3B31_group"
"1b039cbaab99f38bec0461ac24d07eec","S00PP-0026",32813,"teria","teroidota","teroidia","teroidales","votellaceae","votellaceae_NK3B31_group"
"1b039cbaab99f38bec0461ac24d07eec","S00PP-0025",31284,"teria","teroidota","teroidia","teroidales","votellaceae","votellaceae_NK3B31_group"
"ddb5124b46f97d3a81bcba281fde7ee7","S00PP-0002",24749,"teria","teroidota","teroidia","teroidales","teroidaceae","teroides"
"1b039cbaab99f38bec0461ac24d07eec","S00PP-0013",23812,"teria","teroidota","teroidia","teroidales","votellaceae","votellaceae_NK3B31_group"
"1b039cbaab99f38bec0461ac24d07eec","S00PP-0015",22315,"teria","teroidota","teroidia","teroidales","votellaceae","votellaceae_NK3B31_group"
"6a2635af5e61db824708f2a95508a4b5","S00PP-0008",21486,"teria","teroidota","teroidia","teroidales","votellaceae","votella"
"1b039cbaab99f38bec0461ac24d07eec","S00PP-0001",21241,"teria","teroidota","teroidia","teroidales","votellaceae","votellaceae_NK3B31_group"
"6a2635af5e61db824708f2a95508a4b5","S00PP-0019",20577,"teria","teroidota","teroidia","teroidales","votellaceae","votella"
"1e44183228ee1bab30a2a69f16aee8c6","S00PP-0006",18889,"teria","teroidota","teroidia","teroidales","votellaceae","votellaceae_UCG-001"
"ddb5124b46f97d3a81bcba281fde7ee7","S00PP-0004",18527,"teria","teroidota","teroidia","teroidales","teroidaceae","teroides"
"1b039cbaab99f38bec0461ac24d07eec","S00PP-0030",17797,"teria","teroidota","teroidia","teroidales","votellaceae","votellaceae_NK3B31_group"
"1b039cbaab99f38bec0461ac24d07eec","S00PP-0018",17473,"teria","teroidota","teroidia","teroidales","votellaceae","votellaceae_NK3B31_group"
"7ec2e0de3e22b59c14e75484480b550c","S00PP-0017",17305,"teria","teroidota","teroidia","teroidales","ibaculaceae","ibaculaceae"
"7ec2e0de3e22b59c14e75484480b550c","S00PP-0002",16905,"teria","teroidota","teroidia","teroidales","ibaculaceae","ibaculaceae"
"1b039cbaab99f38bec0461ac24d07eec","S00PP-0028",16631,"teria","teroidota","teroidia","teroidales","votellaceae","votellaceae_NK3B31_group"
"6a2635af5e61db824708f2a95508a4b5","S00PP-0007",15669,"teria","teroidota","teroidia","teroidales","votellaceae","votella"
"ef26904830b91caa86a460c041c77fd4","S00PP-0016",15557,"teria","rucomicrobiota","rucomicrobiae","rucomicrobiales","ermansiaceae","ermansia"
"ef868a9f9181104c630bce11a89cffee","S00PP-0025",14526,"teria","teroidota","teroidia","teroidales","votellaceae","votellaceae_UCG-003"
"ef868a9f9181104c630bce11a89cffee","S00PP-0001",13872,"teria","teroidota","teroidia","teroidales","votellaceae","votellaceae_UCG-003"
"ef868a9f9181104c630bce11a89cffee","S00PP-0011",13123,"teria","teroidota","teroidia","teroidales","votellaceae","votellaceae_UCG-003"
"1b039cbaab99f38bec0461ac24d07eec","S00PP-0006",13067,"teria","teroidota","teroidia","teroidales","votellaceae","votellaceae_NK3B31_group"
"1b039cbaab99f38bec0461ac24d07eec","S00PP-0004",12561,"teria","teroidota","teroidia","teroidales","votellaceae","votellaceae_NK3B31_group"
"1e44183228ee1bab30a2a69f16aee8c6","S00PP-0018",12376,"teria","teroidota","teroidia","teroidales","votellaceae","votellaceae_UCG-001"
"2bf1dfcdeca6629135f4014f138344ae","S00PP-0010",12174,"teria","micutes","illi","tobacillales","tobacillaceae","tobacillus"
"1e44183228ee1bab30a2a69f16aee8c6","S00PP-0029",11628,"teria","teroidota","teroidia","teroidales","votellaceae","votellaceae_UCG-001"
"6a2635af5e61db824708f2a95508a4b5","S00PP-0006",11541,"teria","teroidota","teroidia","teroidales","votellaceae","votella"
"7ec2e0de3e22b59c14e75484480b550c","S00PP-0003",11501,"teria","teroidota","teroidia","teroidales","ibaculaceae","ibaculaceae"
"1b039cbaab99f38bec0461ac24d07eec","S00PP-0009",11278,"teria","teroidota","teroidia","teroidales","votellaceae","votellaceae_NK3B31_group"
"1b039cbaab99f38bec0461ac24d07eec","S00PP-0019",11178,"teria","teroidota","teroidia","teroidales","votellaceae","votellaceae_NK3B31_group"
"7ec2e0de3e22b59c14e75484480b550c","S00PP-0004",11045,"teria","teroidota","teroidia","teroidales","ibaculaceae","ibaculaceae"
"8a76ae8f05f80339a90912b26ea25f46","S00PP-0012",10702,"teria","teroidota","teroidia","teroidales","votellaceae","oprevotella"
"8a76ae8f05f80339a90912b26ea25f46","S00PP-0026",10328,"teria","teroidota","teroidia","teroidales","votellaceae","oprevotella"
"1b039cbaab99f38bec0461ac24d07eec","S00PP-0016",10047,"teria","teroidota","teroidia","teroidales","votellaceae","votellaceae_NK3B31_group"
"1e44183228ee1bab30a2a69f16aee8c6","S00PP-0013",10010,"teria","teroidota","teroidia","teroidales","votellaceae","votellaceae_UCG-001"
"7ec2e0de3e22b59c14e75484480b550c","S00PP-0008",9992,"teria","teroidota","teroidia","teroidales","ibaculaceae","ibaculaceae"
"ef868a9f9181104c630bce11a89cffee","S00PP-0010",9847,"teria","teroidota","teroidia","teroidales","votellaceae","votellaceae_UCG-003"
"1e44183228ee1bab30a2a69f16aee8c6","S00PP-0030",9594,"teria","teroidota","teroidia","teroidales","votellaceae","votellaceae_UCG-001"
"2bf1dfcdeca6629135f4014f138344ae","S00PP-0011",9211,"teria","micutes","illi","tobacillales","tobacillaceae","tobacillus"
"ef868a9f9181104c630bce11a89cffee","S00PP-0023",9014,"teria","teroidota","teroidia","teroidales","votellaceae","votellaceae_UCG-003"
"7ec2e0de3e22b59c14e75484480b550c","S00PP-0019",8946,"teria","teroidota","teroidia","teroidales","ibaculaceae","ibaculaceae"
"1b039cbaab99f38bec0461ac24d07eec","S00PP-0024",8915,"teria","teroidota","teroidia","teroidales","votellaceae","votellaceae_NK3B31_group"
"8a76ae8f05f80339a90912b26ea25f46","S00PP-0020",8871,"teria","teroidota","teroidia","teroidales","votellaceae","oprevotella"
"8a76ae8f05f80339a90912b26ea25f46","S00PP-0008",8841,"teria","teroidota","teroidia","teroidales","votellaceae","oprevotella"
"7ec2e0de3e22b59c14e75484480b550c","S00PP-0005",8823,"teria","teroidota","teroidia","teroidales","ibaculaceae","ibaculaceae"
"1e44183228ee1bab30a2a69f16aee8c6","S00PP-0001",8648,"teria","teroidota","teroidia","teroidales","votellaceae","votellaceae_UCG-001"
"6a2635af5e61db824708f2a95508a4b5","S00PP-0009",8464,"teria","teroidota","teroidia","teroidales","votellaceae","votella"
"2bf1dfcdeca6629135f4014f138344ae","S00PP-0005",8456,"teria","micutes","illi","tobacillales","tobacillaceae","tobacillus"
"1e44183228ee1bab30a2a69f16aee8c6","S00PP-0028",8422,"teria","teroidota","teroidia","teroidales","votellaceae","votellaceae_UCG-001"
"7ec2e0de3e22b59c14e75484480b550c","S00PP-0020",8161,"teria","teroidota","teroidia","teroidales","ibaculaceae","ibaculaceae"
"2bf1dfcdeca6629135f4014f138344ae","S00PP-0004",8155,"teria","micutes","illi","tobacillales","tobacillaceae","tobacillus"
"7ec2e0de3e22b59c14e75484480b550c","S00PP-0021",8155,"teria","teroidota","teroidia","teroidales","ibaculaceae","ibaculaceae"
"8a76ae8f05f80339a90912b26ea25f46","S00PP-0021",7990,"teria","teroidota","teroidia","teroidales","votellaceae","oprevotella"
"8a76ae8f05f80339a90912b26ea25f46","S00PP-0024",7883,"teria","teroidota","teroidia","teroidales","votellaceae","oprevotella"
"7ec2e0de3e22b59c14e75484480b550c","S00PP-0016",7672,"teria","teroidota","teroidia","teroidales","ibaculaceae","ibaculaceae"
"ef868a9f9181104c630bce11a89cffee","S00PP-0013",7657,"teria","teroidota","teroidia","teroidales","votellaceae","votellaceae_UCG-003"
"1b039cbaab99f38bec0461ac24d07eec","S00PP-0010",7484,"teria","teroidota","teroidia","teroidales","votellaceae","votellaceae_NK3B31_group"
"3ab61ffb86b753b43f425d630a87e7a1","S00PP-0007",7479,"teria","nobacteria","pirivibrionia","tranaerophilales","tranaerophilales","tranaerophilales"
"1b039cbaab99f38bec0461ac24d07eec","S00PP-0029",7304,"teria","teroidota","teroidia","teroidales","votellaceae","votellaceae_NK3B31_group"
"8a76ae8f05f80339a90912b26ea25f46","S00PP-0014",7200,"teria","teroidota","teroidia","teroidales","votellaceae","oprevotella"
"7ec2e0de3e22b59c14e75484480b550c","S00PP-0007",7179,"teria","teroidota","teroidia","teroidales","ibaculaceae","ibaculaceae"
"8a76ae8f05f80339a90912b26ea25f46","S00PP-0016",7163,"teria","teroidota","teroidia","teroidales","votellaceae","oprevotella"
"1e44183228ee1bab30a2a69f16aee8c6","S00PP-0024",6883,"teria","teroidota","teroidia","teroidales","votellaceae","votellaceae_UCG-001"
"8a76ae8f05f80339a90912b26ea25f46","S00PP-0027",6783,"teria","teroidota","teroidia","teroidales","votellaceae","oprevotella"
"6a2635af5e61db824708f2a95508a4b5","S00PP-0021",6729,"teria","teroidota","teroidia","teroidales","votellaceae","votella"
"6a2635af5e61db824708f2a95508a4b5","S00PP-0020",6700,"teria","teroidota","teroidia","teroidales","votellaceae","votella"
"2bf1dfcdeca6629135f4014f138344ae","S00PP-0024",6484,"teria","micutes","illi","tobacillales","tobacillaceae","tobacillus"
"7ec2e0de3e22b59c14e75484480b550c","S00PP-0030",6445,"teria","teroidota","teroidia","teroidales","ibaculaceae","ibaculaceae"
"8a76ae8f05f80339a90912b26ea25f46","S00PP-0009",6387,"teria","teroidota","teroidia","teroidales","votellaceae","oprevotella"
"7ec2e0de3e22b59c14e75484480b550c","S00PP-0009",6297,"teria","teroidota","teroidia","teroidales","ibaculaceae","ibaculaceae"
"1b039cbaab99f38bec0461ac24d07eec","S00PP-0011",6234,"teria","teroidota","teroidia","teroidales","votellaceae","votellaceae_NK3B31_group"
"1e44183228ee1bab30a2a69f16aee8c6","S00PP-0014",6226,"teria","teroidota","teroidia","teroidales","votellaceae","votellaceae_UCG-001"
"7ec2e0de3e22b59c14e75484480b550c","S00PP-0001",6212,"teria","teroidota","teroidia","teroidales","ibaculaceae","ibaculaceae"
"1e44183228ee1bab30a2a69f16aee8c6","S00PP-0017",6206,"teria","teroidota","teroidia","teroidales","votellaceae","votellaceae_UCG-001"
"31838e38978812ddc9e0a8a7d40cc0c2","S00PP-0015",6038,"teria","teroidota","teroidia","teroidales","votellaceae","votellaceae_Ga6A1_group"
"7ec2e0de3e22b59c14e75484480b550c","S00PP-0006",6035,"teria","teroidota","teroidia","teroidales","ibaculaceae","ibaculaceae"
"1b039cbaab99f38bec0461ac24d07eec","S00PP-0005",5913,"teria","teroidota","teroidia","teroidales","votellaceae","votellaceae_NK3B31_group"
"6a2635af5e61db824708f2a95508a4b5","S00PP-0030",5811,"teria","teroidota","teroidia","teroidales","votellaceae","votella"
"ef868a9f9181104c630bce11a89cffee","S00PP-0022",5699,"teria","teroidota","teroidia","teroidales","votellaceae","votellaceae_UCG-003"
"7ec2e0de3e22b59c14e75484480b550c","S00PP-0012",5595,"teria","teroidota","teroidia","teroidales","ibaculaceae","ibaculaceae"
"6a2635af5e61db824708f2a95508a4b5","S00PP-0023",5576,"teria","teroidota","teroidia","teroidales","votellaceae","votella"
"1b039cbaab99f38bec0461ac24d07eec","S00PP-0021",5565,"teria","teroidota","teroidia","teroidales","votellaceae","votellaceae_NK3B31_group"
"2bf1dfcdeca6629135f4014f138344ae","S00PP-0012",5412,"teria","micutes","illi","tobacillales","tobacillaceae","tobacillus"
"7ec2e0de3e22b59c14e75484480b550c","S00PP-0029",5349,"teria","teroidota","teroidia","teroidales","ibaculaceae","ibaculaceae"
"ef26904830b91caa86a460c041c77fd4","S00PP-0029",5336,"teria","rucomicrobiota","rucomicrobiae","rucomicrobiales","ermansiaceae","ermansia"
"7ec2e0de3e22b59c14e75484480b550c","S00PP-0015",5268,"teria","teroidota","teroidia","teroidales","ibaculaceae","ibaculaceae"
"6a2635af5e61db824708f2a95508a4b5","S00PP-0015",5116,"teria","teroidota","teroidia","teroidales","votellaceae","votella"
"8a76ae8f05f80339a90912b26ea25f46","S00PP-0019",5091,"teria","teroidota","teroidia","teroidales","votellaceae","oprevotella"
"1e44183228ee1bab30a2a69f16aee8c6","S00PP-0009",5076,"teria","teroidota","teroidia","teroidales","votellaceae","votellaceae_UCG-001"
"ef26904830b91caa86a460c041c77fd4","S00PP-0028",5071,"teria","rucomicrobiota","rucomicrobiae","rucomicrobiales","ermansiaceae","ermansia"
"8a76ae8f05f80339a90912b26ea25f46","S00PP-0005",4945,"teria","teroidota","teroidia","teroidales","votellaceae","oprevotella"
"6a2635af5e61db824708f2a95508a4b5","S00PP-0024",4814,"teria","teroidota","teroidia","teroidales","votellaceae","votella"
"1e44183228ee1bab30a2a69f16aee8c6","S00PP-0011",4759,"teria","teroidota","teroidia","teroidales","votellaceae","votellaceae_UCG-001"
"ce4aa74df6165cfd3b5067fe005f94c4","S00PP-0022",4750,"teria","teroidota","teroidia","teroidales","enellaceae","enellaceae_RC9_gut_group"
"1b039cbaab99f38bec0461ac24d07eec","S00PP-0020",4681,"teria","teroidota","teroidia","teroidales","votellaceae","votellaceae_NK3B31_group"
"6a2635af5e61db824708f2a95508a4b5","S00PP-0014",4680,"teria","teroidota","teroidia","teroidales","votellaceae","votella"
"ef26904830b91caa86a460c041c77fd4","S00PP-0018",4636,"teria","rucomicrobiota","rucomicrobiae","rucomicrobiales","ermansiaceae","ermansia"
"1e44183228ee1bab30a2a69f16aee8c6","S00PP-0010",4564,"teria","teroidota","teroidia","teroidales","votellaceae","votellaceae_UCG-001"
"7ec2e0de3e22b59c14e75484480b550c","S00PP-0025",4430,"teria","teroidota","teroidia","teroidales","ibaculaceae","ibaculaceae"
"1e44183228ee1bab30a2a69f16aee8c6","S00PP-0022",4396,"teria","teroidota","teroidia","teroidales","votellaceae","votellaceae_UCG-001"
"7ec2e0de3e22b59c14e75484480b550c","S00PP-0018",4350,"teria","teroidota","teroidia","teroidales","ibaculaceae","ibaculaceae"
"ddb5124b46f97d3a81bcba281fde7ee7","S00PP-0028",4314,"teria","teroidota","teroidia","teroidales","teroidaceae","teroides"
"abdbe368fbd4c7c608e05ef71713340a","S00PP-0004",4310,"teria","micutes","stridia","hnospirales","hnospiraceae","erostipes"
"6a2635af5e61db824708f2a95508a4b5","S00PP-0028",4264,"teria","teroidota","teroidia","teroidales","votellaceae","votella"
"1b039cbaab99f38bec0461ac24d07eec","S00PP-0012",4238,"teria","teroidota","teroidia","teroidales","votellaceae","votellaceae_NK3B31_group"
"ef868a9f9181104c630bce11a89cffee","S00PP-0012",4134,"teria","teroidota","teroidia","teroidales","votellaceae","votellaceae_UCG-003"
"1e44183228ee1bab30a2a69f16aee8c6","S00PP-0020",4025,"teria","teroidota","teroidia","teroidales","votellaceae","votellaceae_UCG-001"
"7ec2e0de3e22b59c14e75484480b550c","S00PP-0013",4009,"teria","teroidota","teroidia","teroidales","ibaculaceae","ibaculaceae"
"ddb5124b46f97d3a81bcba281fde7ee7","S00PP-0015",3978,"teria","teroidota","teroidia","teroidales","teroidaceae","teroides"
"1e44183228ee1bab30a2a69f16aee8c6","S00PP-0026",3885,"teria","teroidota","teroidia","teroidales","votellaceae","votellaceae_UCG-001"
"7ec2e0de3e22b59c14e75484480b550c","S00PP-0022",3869,"teria","teroidota","teroidia","teroidales","ibaculaceae","ibaculaceae"
"6a2635af5e61db824708f2a95508a4b5","S00PP-0013",3773,"teria","teroidota","teroidia","teroidales","votellaceae","votella"
"7ec2e0de3e22b59c14e75484480b550c","S00PP-0028",3757,"teria","teroidota","teroidia","teroidales","ibaculaceae","ibaculaceae"
"31838e38978812ddc9e0a8a7d40cc0c2","S00PP-0017",3693,"teria","teroidota","teroidia","teroidales","votellaceae","votellaceae_Ga6A1_group"
"8a76ae8f05f80339a90912b26ea25f46","S00PP-0010",3629,"teria","teroidota","teroidia","teroidales","votellaceae","oprevotella"
"8a76ae8f05f80339a90912b26ea25f46","S00PP-0007",3535,"teria","teroidota","teroidia","teroidales","votellaceae","oprevotella"
"2bf1dfcdeca6629135f4014f138344ae","S00PP-0020",3528,"teria","micutes","illi","tobacillales","tobacillaceae","tobacillus"
"1e44183228ee1bab30a2a69f16aee8c6","S00PP-0027",3517,"teria","teroidota","teroidia","teroidales","votellaceae","votellaceae_UCG-001"
"2bf1dfcdeca6629135f4014f138344ae","S00PP-0001",3480,"teria","micutes","illi","tobacillales","tobacillaceae","tobacillus"
"abdbe368fbd4c7c608e05ef71713340a","S00PP-0003",3452,"teria","micutes","stridia","hnospirales","hnospiraceae","erostipes"
"3ab61ffb86b753b43f425d630a87e7a1","S00PP-0001",3419,"teria","nobacteria","pirivibrionia","tranaerophilales","tranaerophilales","tranaerophilales"
"e31f9ce930e813ad3cc0390b0f8b5a9c","S00PP-0028",3324,"teria","teroidota","teroidia","teroidales","nerellaceae","abacteroides"
"7ec2e0de3e22b59c14e75484480b550c","S00PP-0023",3320,"teria","teroidota","teroidia","teroidales","ibaculaceae","ibaculaceae"
"7ec2e0de3e22b59c14e75484480b550c","S00PP-0010",3317,"teria","teroidota","teroidia","teroidales","ibaculaceae","ibaculaceae"
"8a76ae8f05f80339a90912b26ea25f46","S00PP-0011",3308,"teria","teroidota","teroidia","teroidales","votellaceae","oprevotella"
"6a2635af5e61db824708f2a95508a4b5","S00PP-0017",2994,"teria","teroidota","teroidia","teroidales","votellaceae","votella"
"9aa3baf0e1ca0d9f7c5b119e42c52153","S00PP-0002",2990,"teria","pilobacterota","pylobacteria","pylobacterales","icobacteraceae","icobacter"
"7ec2e0de3e22b59c14e75484480b550c","S00PP-0026",2939,"teria","teroidota","teroidia","teroidales","ibaculaceae","ibaculaceae"
"1e44183228ee1bab30a2a69f16aee8c6","S00PP-0005",2808,"teria","teroidota","teroidia","teroidales","votellaceae","votellaceae_UCG-001"
"31838e38978812ddc9e0a8a7d40cc0c2","S00PP-0030",2788,"teria","teroidota","teroidia","teroidales","votellaceae","votellaceae_Ga6A1_group"
"2bf1dfcdeca6629135f4014f138344ae","S00PP-0017",2770,"teria","micutes","illi","tobacillales","tobacillaceae","tobacillus"
"ddb5124b46f97d3a81bcba281fde7ee7","S00PP-0006",2760,"teria","teroidota","teroidia","teroidales","teroidaceae","teroides"
"8a76ae8f05f80339a90912b26ea25f46","S00PP-0015",2631,"teria","teroidota","teroidia","teroidales","votellaceae","oprevotella"
"31838e38978812ddc9e0a8a7d40cc0c2","S00PP-0022",2599,"teria","teroidota","teroidia","teroidales","votellaceae","votellaceae_Ga6A1_group"
"2bf1dfcdeca6629135f4014f138344ae","S00PP-0002",2583,"teria","micutes","illi","tobacillales","tobacillaceae","tobacillus"
"ddb5124b46f97d3a81bcba281fde7ee7","S00PP-0029",2583,"teria","teroidota","teroidia","teroidales","teroidaceae","teroides"
"7ec2e0de3e22b59c14e75484480b550c","S00PP-0027",2578,"teria","teroidota","teroidia","teroidales","ibaculaceae","ibaculaceae"
"ebdd31c2ddfb8569d611a614383e615c","S00PP-0003",2578,"teria","micutes","stridia","hnospirales","hnospiraceae","hnoclostridium"
"ddb5124b46f97d3a81bcba281fde7ee7","S00PP-0016",2551,"teria","teroidota","teroidia","teroidales","teroidaceae","teroides"
"2bf1dfcdeca6629135f4014f138344ae","S00PP-0003",2534,"teria","micutes","illi","tobacillales","tobacillaceae","tobacillus"
"ddb5124b46f97d3a81bcba281fde7ee7","S00PP-0025",2499,"teria","teroidota","teroidia","teroidales","teroidaceae","teroides"
"6a2635af5e61db824708f2a95508a4b5","S00PP-0018",2439,"teria","teroidota","teroidia","teroidales","votellaceae","votella"
"2bf1dfcdeca6629135f4014f138344ae","S00PP-0008",2415,"teria","micutes","illi","tobacillales","tobacillaceae","tobacillus"
"ddb5124b46f97d3a81bcba281fde7ee7","S00PP-0030",2372,"teria","teroidota","teroidia","teroidales","teroidaceae","teroides"
"2bf1dfcdeca6629135f4014f138344ae","S00PP-0009",2303,"teria","micutes","illi","tobacillales","tobacillaceae","tobacillus"
"6a2635af5e61db824708f2a95508a4b5","S00PP-0027",2302,"teria","teroidota","teroidia","teroidales","votellaceae","votella"
"abdbe368fbd4c7c608e05ef71713340a","S00PP-0029",2298,"teria","micutes","stridia","hnospirales","hnospiraceae","erostipes"
"7ec2e0de3e22b59c14e75484480b550c","S00PP-0011",2291,"teria","teroidota","teroidia","teroidales","ibaculaceae","ibaculaceae"
"abdbe368fbd4c7c608e05ef71713340a","S00PP-0030",2196,"teria","micutes","stridia","hnospirales","hnospiraceae","erostipes"
"30d87e91be256a2b5f96b636ef04cda2","S00PP-0013",2194,"teria","micutes","stridia","tostreptococcales-Tissierellales","tostreptococcaceae","boutsia"
"1e44183228ee1bab30a2a69f16aee8c6","S00PP-0023",2132,"teria","teroidota","teroidia","teroidales","votellaceae","votellaceae_UCG-001"
"6a2635af5e61db824708f2a95508a4b5","S00PP-0012",2132,"teria","teroidota","teroidia","teroidales","votellaceae","votella"
"abdbe368fbd4c7c608e05ef71713340a","S00PP-0016",2119,"teria","micutes","stridia","hnospirales","hnospiraceae","erostipes"
"7ec2e0de3e22b59c14e75484480b550c","S00PP-0024",2116,"teria","teroidota","teroidia","teroidales","ibaculaceae","ibaculaceae"
"ef868a9f9181104c630bce11a89cffee","S00PP-0005",2106,"teria","teroidota","teroidia","teroidales","votellaceae","votellaceae_UCG-003"
"2bf1dfcdeca6629135f4014f138344ae","S00PP-0019",2085,"teria","micutes","illi","tobacillales","tobacillaceae","tobacillus"
"1b039cbaab99f38bec0461ac24d07eec","S00PP-0002",2047,"teria","teroidota","teroidia","teroidales","votellaceae","votellaceae_NK3B31_group"
"abdbe368fbd4c7c608e05ef71713340a","S00PP-0006",2030,"teria","micutes","stridia","hnospirales","hnospiraceae","erostipes"
"2bf1dfcdeca6629135f4014f138344ae","S00PP-0025",2028,"teria","micutes","illi","tobacillales","tobacillaceae","tobacillus"
"8a76ae8f05f80339a90912b26ea25f46","S00PP-0025",2015,"teria","teroidota","teroidia","teroidales","votellaceae","oprevotella"
"ddb5124b46f97d3a81bcba281fde7ee7","S00PP-0020",1987,"teria","teroidota","teroidia","teroidales","teroidaceae","teroides"
"3c74744397053ce981bef9ea5e0bc926","S00PP-0020",1944,"teria","micutes","stridia","hnospirales","hnospiraceae","hnospiraceae_NK4A136_group"
"e31f9ce930e813ad3cc0390b0f8b5a9c","S00PP-0027",1899,"teria","teroidota","teroidia","teroidales","nerellaceae","abacteroides"
"31838e38978812ddc9e0a8a7d40cc0c2","S00PP-0029",1869,"teria","teroidota","teroidia","teroidales","votellaceae","votellaceae_Ga6A1_group"
"ebdd31c2ddfb8569d611a614383e615c","S00PP-0004",1865,"teria","micutes","stridia","hnospirales","hnospiraceae","hnoclostridium"
"183d7a6a20b38695342d58bce245f3be","S00PP-0005",1848,"teria","rochaetota","rochaetia","rochaetales","rochaetaceae","ponema"
"ddb5124b46f97d3a81bcba281fde7ee7","S00PP-0023",1836,"teria","teroidota","teroidia","teroidales","teroidaceae","teroides"
"ebdd31c2ddfb8569d611a614383e615c","S00PP-0002",1818,"teria","micutes","stridia","hnospirales","hnospiraceae","hnoclostridium"
"3c74744397053ce981bef9ea5e0bc926","S00PP-0009",1786,"teria","micutes","stridia","hnospirales","hnospiraceae","hnospiraceae_NK4A136_group"
"ddb5124b46f97d3a81bcba281fde7ee7","S00PP-0017",1786,"teria","teroidota","teroidia","teroidales","teroidaceae","teroides"
"ce4aa74df6165cfd3b5067fe005f94c4","S00PP-0016",1777,"teria","teroidota","teroidia","teroidales","enellaceae","enellaceae_RC9_gut_group"
"abdbe368fbd4c7c608e05ef71713340a","S00PP-0018",1763,"teria","micutes","stridia","hnospirales","hnospiraceae","erostipes"
"1b039cbaab99f38bec0461ac24d07eec","S00PP-0007",1746,"teria","teroidota","teroidia","teroidales","votellaceae","votellaceae_NK3B31_group"
"3ab61ffb86b753b43f425d630a87e7a1","S00PP-0021",1734,"teria","nobacteria","pirivibrionia","tranaerophilales","tranaerophilales","tranaerophilales"
"ce4aa74df6165cfd3b5067fe005f94c4","S00PP-0020",1725,"teria","teroidota","teroidia","teroidales","enellaceae","enellaceae_RC9_gut_group"
"3ab61ffb86b753b43f425d630a87e7a1","S00PP-0018",1701,"teria","nobacteria","pirivibrionia","tranaerophilales","tranaerophilales","tranaerophilales"
"4f75b2e18a41280d3a51b71dfd217114","S00PP-0001",1700,"teria","micutes","illi","9","9","9"
"9e0e1c132276e26164f00d28654177ba","S00PP-0024",1678,"teria","micutes","stridia","hnospirales","hnospiraceae","eburia"
"ddb5124b46f97d3a81bcba281fde7ee7","S00PP-0018",1670,"teria","teroidota","teroidia","teroidales","teroidaceae","teroides"
"abdbe368fbd4c7c608e05ef71713340a","S00PP-0002",1662,"teria","micutes","stridia","hnospirales","hnospiraceae","erostipes"
"ebdd31c2ddfb8569d611a614383e615c","S00PP-0016",1650,"teria","micutes","stridia","hnospirales","hnospiraceae","hnoclostridium"
"6a2635af5e61db824708f2a95508a4b5","S00PP-0025",1632,"teria","teroidota","teroidia","teroidales","votellaceae","votella"
"6a2635af5e61db824708f2a95508a4b5","S00PP-0016",1625,"teria","teroidota","teroidia","teroidales","votellaceae","votella"
"9a1ac984fe0ec22a65cce00e01f43aa4","S00PP-0007",1618,"teria","micutes","stridia","illospirales","inococcaceae","inococcus"
"ef26904830b91caa86a460c041c77fd4","S00PP-0030",1614,"teria","rucomicrobiota","rucomicrobiae","rucomicrobiales","ermansiaceae","ermansia"
"ef868a9f9181104c630bce11a89cffee","S00PP-0014",1607,"teria","teroidota","teroidia","teroidales","votellaceae","votellaceae_UCG-003"
"a1383ebba0a369e5027e252e0f7587c3","S00PP-0018",1600,"teria","teobacteria","maproteobacteria","erobacterales","erobacteriaceae","herichia-Shigella"
"1e44183228ee1bab30a2a69f16aee8c6","S00PP-0019",1582,"teria","teroidota","teroidia","teroidales","votellaceae","votellaceae_UCG-001"
"abdbe368fbd4c7c608e05ef71713340a","S00PP-0028",1573,"teria","micutes","stridia","hnospirales","hnospiraceae","erostipes"
"6a2635af5e61db824708f2a95508a4b5","S00PP-0011",1564,"teria","teroidota","teroidia","teroidales","votellaceae","votella"
"012ef658933550c9ae6719455ba247de","S00PP-0004",1547,"teria","micutes","stridia","illospirales","yricicoccaceae","yricicoccus"
"e31f9ce930e813ad3cc0390b0f8b5a9c","S00PP-0006",1518,"teria","teroidota","teroidia","teroidales","nerellaceae","abacteroides"
"ce4aa74df6165cfd3b5067fe005f94c4","S00PP-0026",1474,"teria","teroidota","teroidia","teroidales","enellaceae","enellaceae_RC9_gut_group"
"9a1ac984fe0ec22a65cce00e01f43aa4","S00PP-0009",1473,"teria","micutes","stridia","illospirales","inococcaceae","inococcus"
"ce4aa74df6165cfd3b5067fe005f94c4","S00PP-0008",1453,"teria","teroidota","teroidia","teroidales","enellaceae","enellaceae_RC9_gut_group"
