"OTU","Sample","Abundance","Kingdom","Phylum","Class","Order"
"bd5234b0aaa60ba523cb74655725193c","S00PP-0011",104,"teria","teobacteria","maproteobacteria","omonadales"
"d28313e755b0d735a3f5db93b60345b9","S00PP-0023",103,"teria","micutes","stridia","stridiales"
"183d7a6a20b38695342d58bce245f3be","S00PP-0025",100,"teria","rochaetota","rochaetia","rochaetales"
"218d7fe9eb2b82133c504cb4c7ab8076","S00PP-0008",100,"teria","micutes","stridia","stridia_UCG-014"
"8bd14caf6a3b2664d15ef6c5d7a23eef","S00PP-0004",100,"teria","ulfobacterota","ulfovibrionia","ulfovibrionales"
"183d7a6a20b38695342d58bce245f3be","S00PP-0021",99,"teria","rochaetota","rochaetia","rochaetales"
"667c7ff5d8981b1c1eb8efc23b295ca2","S00PP-0028",97,"teria","micutes","ativicutes","daminococcales"
"c1f83bd0eac0f5b9b6bb409c55d831e0","S00PP-0007",97,"teria","teobacteria","maproteobacteria","kholderiales"
"d0fae733b7242a6aa4da9bb089246416","S00PP-0011",97,"teria","micutes","stridia","istensenellales"
"218d7fe9eb2b82133c504cb4c7ab8076","S00PP-0029",95,"teria","micutes","stridia","stridia_UCG-014"
"8bd14caf6a3b2664d15ef6c5d7a23eef","S00PP-0023",94,"teria","ulfobacterota","ulfovibrionia","ulfovibrionales"
"8bd14caf6a3b2664d15ef6c5d7a23eef","S00PP-0008",94,"teria","ulfobacterota","ulfovibrionia","ulfovibrionales"
"c1f83bd0eac0f5b9b6bb409c55d831e0","S00PP-0013",94,"teria","teobacteria","maproteobacteria","kholderiales"
"218d7fe9eb2b82133c504cb4c7ab8076","S00PP-0007",91,"teria","micutes","stridia","stridia_UCG-014"
"f0b52d5da8a6dfae05a2c3125f970408","S00PP-0019",90,"teria","micutes","ativicutes","llonellales-Selenomonadales"
"fe1644129eb6fb34078f939c04915813","S00PP-0016",90,"teria","teobacteria","haproteobacteria","dospirillales"
"777bf3ba74100b7a4dbd872959a84eeb","S00PP-0025",89,"haea","yarchaeota","hanobacteria","hanobacteriales"
"2717c55a33435a4cf9c4953837bac9f4","S00PP-0020",88,"teria","micutes","stridia","stridia_vadinBB60_group"
"30d87e91be256a2b5f96b636ef04cda2","S00PP-0014",88,"teria","micutes","stridia","tostreptococcales-Tissierellales"
"032fc3717d8136fccddb555b0aa201a3","S00PP-0010",87,"teria","micutes","stridia","oglobales"
"667c7ff5d8981b1c1eb8efc23b295ca2","S00PP-0029",86,"teria","micutes","ativicutes","daminococcales"
"f0b52d5da8a6dfae05a2c3125f970408","S00PP-0007",86,"teria","micutes","ativicutes","llonellales-Selenomonadales"
"032fc3717d8136fccddb555b0aa201a3","S00PP-0019",85,"teria","micutes","stridia","oglobales"
"218d7fe9eb2b82133c504cb4c7ab8076","S00PP-0005",85,"teria","micutes","stridia","stridia_UCG-014"
"3ab61ffb86b753b43f425d630a87e7a1","S00PP-0010",84,"teria","nobacteria","pirivibrionia","tranaerophilales"
"032fc3717d8136fccddb555b0aa201a3","S00PP-0009",83,"teria","micutes","stridia","oglobales"
"efe7cb6441176642e881f2abe0b4566f","S00PP-0027",83,"teria","micutes","illi","sipelotrichales"
"218d7fe9eb2b82133c504cb4c7ab8076","S00PP-0006",82,"teria","micutes","stridia","stridia_UCG-014"
"bd5234b0aaa60ba523cb74655725193c","S00PP-0026",82,"teria","teobacteria","maproteobacteria","omonadales"
"f0b52d5da8a6dfae05a2c3125f970408","S00PP-0020",82,"teria","micutes","ativicutes","llonellales-Selenomonadales"
"f50d1d42a442560b41612992aa2a07c3","S00PP-0018",80,"haea","rmoplasmatota","rmoplasmata","hanomassiliicoccales"
"183d7a6a20b38695342d58bce245f3be","S00PP-0018",78,"teria","rochaetota","rochaetia","rochaetales"
"2717c55a33435a4cf9c4953837bac9f4","S00PP-0024",77,"teria","micutes","stridia","stridia_vadinBB60_group"
"667c7ff5d8981b1c1eb8efc23b295ca2","S00PP-0016",76,"teria","micutes","ativicutes","daminococcales"
"218d7fe9eb2b82133c504cb4c7ab8076","S00PP-0013",75,"teria","micutes","stridia","stridia_UCG-014"
"777bf3ba74100b7a4dbd872959a84eeb","S00PP-0014",73,"haea","yarchaeota","hanobacteria","hanobacteriales"
"c1f83bd0eac0f5b9b6bb409c55d831e0","S00PP-0021",73,"teria","teobacteria","maproteobacteria","kholderiales"
"f0b52d5da8a6dfae05a2c3125f970408","S00PP-0009",73,"teria","micutes","ativicutes","llonellales-Selenomonadales"
"183d7a6a20b38695342d58bce245f3be","S00PP-0019",71,"teria","rochaetota","rochaetia","rochaetales"
"218d7fe9eb2b82133c504cb4c7ab8076","S00PP-0030",71,"teria","micutes","stridia","stridia_UCG-014"
"4f75b2e18a41280d3a51b71dfd217114","S00PP-0009",71,"teria","micutes","illi","9"
"c1f83bd0eac0f5b9b6bb409c55d831e0","S00PP-0016",71,"teria","teobacteria","maproteobacteria","kholderiales"
"032fc3717d8136fccddb555b0aa201a3","S00PP-0020",70,"teria","micutes","stridia","oglobales"
"d0fae733b7242a6aa4da9bb089246416","S00PP-0018",70,"teria","micutes","stridia","istensenellales"
"efe7cb6441176642e881f2abe0b4566f","S00PP-0019",70,"teria","micutes","illi","sipelotrichales"
"2717c55a33435a4cf9c4953837bac9f4","S00PP-0011",69,"teria","micutes","stridia","stridia_vadinBB60_group"
"3ab61ffb86b753b43f425d630a87e7a1","S00PP-0028",68,"teria","nobacteria","pirivibrionia","tranaerophilales"
"2717c55a33435a4cf9c4953837bac9f4","S00PP-0004",67,"teria","micutes","stridia","stridia_vadinBB60_group"
"7564945495f0d840065ec35193e54153","S00PP-0029",65,"teria","micutes","illi","oplasmatales"
"c1f83bd0eac0f5b9b6bb409c55d831e0","S00PP-0008",65,"teria","teobacteria","maproteobacteria","kholderiales"
"fe1644129eb6fb34078f939c04915813","S00PP-0027",65,"teria","teobacteria","haproteobacteria","dospirillales"
"012ef658933550c9ae6719455ba247de","S00PP-0023",64,"teria","micutes","stridia","illospirales"
"777bf3ba74100b7a4dbd872959a84eeb","S00PP-0024",63,"haea","yarchaeota","hanobacteria","hanobacteriales"
"9aa3baf0e1ca0d9f7c5b119e42c52153","S00PP-0019",63,"teria","pilobacterota","pylobacteria","pylobacterales"
"777bf3ba74100b7a4dbd872959a84eeb","S00PP-0004",62,"haea","yarchaeota","hanobacteria","hanobacteriales"
"012ef658933550c9ae6719455ba247de","S00PP-0015",60,"teria","micutes","stridia","illospirales"
"f0b52d5da8a6dfae05a2c3125f970408","S00PP-0012",60,"teria","micutes","ativicutes","llonellales-Selenomonadales"
"220a9561f31211deb4aed7c6805ac8e8","S00PP-0018",59,"teria","rucomicrobiota","itimatiellae","B1-41"
"9aa3baf0e1ca0d9f7c5b119e42c52153","S00PP-0024",59,"teria","pilobacterota","pylobacteria","pylobacterales"
"d28313e755b0d735a3f5db93b60345b9","S00PP-0010",59,"teria","micutes","stridia","stridiales"
"8bd14caf6a3b2664d15ef6c5d7a23eef","S00PP-0014",57,"teria","ulfobacterota","ulfovibrionia","ulfovibrionales"
"c1f83bd0eac0f5b9b6bb409c55d831e0","S00PP-0020",57,"teria","teobacteria","maproteobacteria","kholderiales"
"a1383ebba0a369e5027e252e0f7587c3","S00PP-0028",56,"teria","teobacteria","maproteobacteria","erobacterales"
"efe7cb6441176642e881f2abe0b4566f","S00PP-0020",56,"teria","micutes","illi","sipelotrichales"
"efe7cb6441176642e881f2abe0b4566f","S00PP-0010",56,"teria","micutes","illi","sipelotrichales"
"fe1644129eb6fb34078f939c04915813","S00PP-0001",56,"teria","teobacteria","haproteobacteria","dospirillales"
"f0b52d5da8a6dfae05a2c3125f970408","S00PP-0011",55,"teria","micutes","ativicutes","llonellales-Selenomonadales"
"fe1644129eb6fb34078f939c04915813","S00PP-0021",55,"teria","teobacteria","haproteobacteria","dospirillales"
"2717c55a33435a4cf9c4953837bac9f4","S00PP-0026",52,"teria","micutes","stridia","stridia_vadinBB60_group"
"777bf3ba74100b7a4dbd872959a84eeb","S00PP-0023",52,"haea","yarchaeota","hanobacteria","hanobacteriales"
"9aa3baf0e1ca0d9f7c5b119e42c52153","S00PP-0022",52,"teria","pilobacterota","pylobacteria","pylobacterales"
"f50d1d42a442560b41612992aa2a07c3","S00PP-0028",52,"haea","rmoplasmatota","rmoplasmata","hanomassiliicoccales"
"d28313e755b0d735a3f5db93b60345b9","S00PP-0026",51,"teria","micutes","stridia","stridiales"
"218d7fe9eb2b82133c504cb4c7ab8076","S00PP-0026",49,"teria","micutes","stridia","stridia_UCG-014"
"30d87e91be256a2b5f96b636ef04cda2","S00PP-0006",49,"teria","micutes","stridia","tostreptococcales-Tissierellales"
"efe7cb6441176642e881f2abe0b4566f","S00PP-0013",48,"teria","micutes","illi","sipelotrichales"
"218d7fe9eb2b82133c504cb4c7ab8076","S00PP-0017",47,"teria","micutes","stridia","stridia_UCG-014"
"4f75b2e18a41280d3a51b71dfd217114","S00PP-0011",47,"teria","micutes","illi","9"
"7564945495f0d840065ec35193e54153","S00PP-0026",47,"teria","micutes","illi","oplasmatales"
"c1f83bd0eac0f5b9b6bb409c55d831e0","S00PP-0009",47,"teria","teobacteria","maproteobacteria","kholderiales"
"efe7cb6441176642e881f2abe0b4566f","S00PP-0012",47,"teria","micutes","illi","sipelotrichales"
"032fc3717d8136fccddb555b0aa201a3","S00PP-0005",46,"teria","micutes","stridia","oglobales"
"7564945495f0d840065ec35193e54153","S00PP-0014",46,"teria","micutes","illi","oplasmatales"
"d28313e755b0d735a3f5db93b60345b9","S00PP-0018",46,"teria","micutes","stridia","stridiales"
"efe7cb6441176642e881f2abe0b4566f","S00PP-0009",46,"teria","micutes","illi","sipelotrichales"
"2717c55a33435a4cf9c4953837bac9f4","S00PP-0023",45,"teria","micutes","stridia","stridia_vadinBB60_group"
"5b453df6de22132fb2563df13a7731f3","S00PP-0011",45,"teria","micutes","stridia","tococcales"
"d28313e755b0d735a3f5db93b60345b9","S00PP-0011",45,"teria","micutes","stridia","stridiales"
"2717c55a33435a4cf9c4953837bac9f4","S00PP-0005",44,"teria","micutes","stridia","stridia_vadinBB60_group"
"d28313e755b0d735a3f5db93b60345b9","S00PP-0029",44,"teria","micutes","stridia","stridiales"
"4f75b2e18a41280d3a51b71dfd217114","S00PP-0005",43,"teria","micutes","illi","9"
"777bf3ba74100b7a4dbd872959a84eeb","S00PP-0002",43,"haea","yarchaeota","hanobacteria","hanobacteriales"
"ae71c2e538a51e571a12a1d35ecb3975","S00PP-0012",43,"teria","simicrobiota","simicrobia","simicrobiales"
"032fc3717d8136fccddb555b0aa201a3","S00PP-0011",42,"teria","micutes","stridia","oglobales"
"30d87e91be256a2b5f96b636ef04cda2","S00PP-0004",42,"teria","micutes","stridia","tostreptococcales-Tissierellales"
"7564945495f0d840065ec35193e54153","S00PP-0023",42,"teria","micutes","illi","oplasmatales"
"ae71c2e538a51e571a12a1d35ecb3975","S00PP-0008",42,"teria","simicrobiota","simicrobia","simicrobiales"
"f50d1d42a442560b41612992aa2a07c3","S00PP-0013",42,"haea","rmoplasmatota","rmoplasmata","hanomassiliicoccales"
"8bd14caf6a3b2664d15ef6c5d7a23eef","S00PP-0016",41,"teria","ulfobacterota","ulfovibrionia","ulfovibrionales"
"2717c55a33435a4cf9c4953837bac9f4","S00PP-0021",40,"teria","micutes","stridia","stridia_vadinBB60_group"
"777bf3ba74100b7a4dbd872959a84eeb","S00PP-0008",40,"haea","yarchaeota","hanobacteria","hanobacteriales"
"9aa3baf0e1ca0d9f7c5b119e42c52153","S00PP-0016",40,"teria","pilobacterota","pylobacteria","pylobacterales"
"777bf3ba74100b7a4dbd872959a84eeb","S00PP-0007",39,"haea","yarchaeota","hanobacteria","hanobacteriales"
"ae71c2e538a51e571a12a1d35ecb3975","S00PP-0001",39,"teria","simicrobiota","simicrobia","simicrobiales"
"efe7cb6441176642e881f2abe0b4566f","S00PP-0024",39,"teria","micutes","illi","sipelotrichales"
"220a9561f31211deb4aed7c6805ac8e8","S00PP-0014",38,"teria","rucomicrobiota","itimatiellae","B1-41"
"2717c55a33435a4cf9c4953837bac9f4","S00PP-0019",38,"teria","micutes","stridia","stridia_vadinBB60_group"
"d0fae733b7242a6aa4da9bb089246416","S00PP-0001",38,"teria","micutes","stridia","istensenellales"
"2717c55a33435a4cf9c4953837bac9f4","S00PP-0013",37,"teria","micutes","stridia","stridia_vadinBB60_group"
"30d87e91be256a2b5f96b636ef04cda2","S00PP-0030",36,"teria","micutes","stridia","tostreptococcales-Tissierellales"
"8bd14caf6a3b2664d15ef6c5d7a23eef","S00PP-0001",36,"teria","ulfobacterota","ulfovibrionia","ulfovibrionales"
"ae71c2e538a51e571a12a1d35ecb3975","S00PP-0007",36,"teria","simicrobiota","simicrobia","simicrobiales"
"ae71c2e538a51e571a12a1d35ecb3975","S00PP-0010",36,"teria","simicrobiota","simicrobia","simicrobiales"
"d0fae733b7242a6aa4da9bb089246416","S00PP-0020",36,"teria","micutes","stridia","istensenellales"
"d730e96249a0e8a57ac0afbe9d7e29e5","S00PP-0001",36,"teria","micutes","illi","oleplasmatales"
"220a9561f31211deb4aed7c6805ac8e8","S00PP-0006",35,"teria","rucomicrobiota","itimatiellae","B1-41"
"54990f8a1d19297ca852c5f1a8077299","S00PP-0012",35,"teria","inobacteriota","iobacteriia","iobacteriales"
"220a9561f31211deb4aed7c6805ac8e8","S00PP-0001",34,"teria","rucomicrobiota","itimatiellae","B1-41"
"2717c55a33435a4cf9c4953837bac9f4","S00PP-0025",34,"teria","micutes","stridia","stridia_vadinBB60_group"
"2717c55a33435a4cf9c4953837bac9f4","S00PP-0014",34,"teria","micutes","stridia","stridia_vadinBB60_group"
"667c7ff5d8981b1c1eb8efc23b295ca2","S00PP-0001",34,"teria","micutes","ativicutes","daminococcales"
"667c7ff5d8981b1c1eb8efc23b295ca2","S00PP-0008",34,"teria","micutes","ativicutes","daminococcales"
"7564945495f0d840065ec35193e54153","S00PP-0018",34,"teria","micutes","illi","oplasmatales"
"efe7cb6441176642e881f2abe0b4566f","S00PP-0021",34,"teria","micutes","illi","sipelotrichales"
"fe1644129eb6fb34078f939c04915813","S00PP-0012",34,"teria","teobacteria","haproteobacteria","dospirillales"
"183d7a6a20b38695342d58bce245f3be","S00PP-0015",33,"teria","rochaetota","rochaetia","rochaetales"
"218d7fe9eb2b82133c504cb4c7ab8076","S00PP-0023",33,"teria","micutes","stridia","stridia_UCG-014"
"2717c55a33435a4cf9c4953837bac9f4","S00PP-0027",33,"teria","micutes","stridia","stridia_vadinBB60_group"
"218d7fe9eb2b82133c504cb4c7ab8076","S00PP-0015",32,"teria","micutes","stridia","stridia_UCG-014"
"777bf3ba74100b7a4dbd872959a84eeb","S00PP-0029",32,"haea","yarchaeota","hanobacteria","hanobacteriales"
"8bd14caf6a3b2664d15ef6c5d7a23eef","S00PP-0011",32,"teria","ulfobacterota","ulfovibrionia","ulfovibrionales"
"d0fae733b7242a6aa4da9bb089246416","S00PP-0019",32,"teria","micutes","stridia","istensenellales"
"30d87e91be256a2b5f96b636ef04cda2","S00PP-0015",31,"teria","micutes","stridia","tostreptococcales-Tissierellales"
"7564945495f0d840065ec35193e54153","S00PP-0015",31,"teria","micutes","illi","oplasmatales"
"d0fae733b7242a6aa4da9bb089246416","S00PP-0026",31,"teria","micutes","stridia","istensenellales"
"d730e96249a0e8a57ac0afbe9d7e29e5","S00PP-0013",31,"teria","micutes","illi","oleplasmatales"
"fe1644129eb6fb34078f939c04915813","S00PP-0024",31,"teria","teobacteria","haproteobacteria","dospirillales"
"3ab61ffb86b753b43f425d630a87e7a1","S00PP-0005",30,"teria","nobacteria","pirivibrionia","tranaerophilales"
"8bd14caf6a3b2664d15ef6c5d7a23eef","S00PP-0010",30,"teria","ulfobacterota","ulfovibrionia","ulfovibrionales"
"f50d1d42a442560b41612992aa2a07c3","S00PP-0006",30,"haea","rmoplasmatota","rmoplasmata","hanomassiliicoccales"
"220a9561f31211deb4aed7c6805ac8e8","S00PP-0013",29,"teria","rucomicrobiota","itimatiellae","B1-41"
"54990f8a1d19297ca852c5f1a8077299","S00PP-0026",29,"teria","inobacteriota","iobacteriia","iobacteriales"
"64b2878acd46b25aa1c29c807aafa506","S00PP-0018",29,"teria","rucomicrobiota","tisphaeria","tivallales"
"d0fae733b7242a6aa4da9bb089246416","S00PP-0002",29,"teria","micutes","stridia","istensenellales"
"183d7a6a20b38695342d58bce245f3be","S00PP-0011",28,"teria","rochaetota","rochaetia","rochaetales"
"032fc3717d8136fccddb555b0aa201a3","S00PP-0024",27,"teria","micutes","stridia","oglobales"
"30d87e91be256a2b5f96b636ef04cda2","S00PP-0012",27,"teria","micutes","stridia","tostreptococcales-Tissierellales"
"36b0b251d44111826aa72760204004f9","S00PP-0007",27,"teria","erribacterota","erribacteres","erribacterales"
"5b453df6de22132fb2563df13a7731f3","S00PP-0014",27,"teria","micutes","stridia","tococcales"
"8bd14caf6a3b2664d15ef6c5d7a23eef","S00PP-0013",27,"teria","ulfobacterota","ulfovibrionia","ulfovibrionales"
"d28313e755b0d735a3f5db93b60345b9","S00PP-0028",27,"teria","micutes","stridia","stridiales"
"9254799d4a8b65d9ecf85599fec186e3","S00PP-0027",26,"teria","teobacteria","maproteobacteria","teurellales"
"667c7ff5d8981b1c1eb8efc23b295ca2","S00PP-0021",25,"teria","micutes","ativicutes","daminococcales"
"777bf3ba74100b7a4dbd872959a84eeb","S00PP-0013",25,"haea","yarchaeota","hanobacteria","hanobacteriales"
"f50d1d42a442560b41612992aa2a07c3","S00PP-0014",25,"haea","rmoplasmatota","rmoplasmata","hanomassiliicoccales"
"220a9561f31211deb4aed7c6805ac8e8","S00PP-0011",24,"teria","rucomicrobiota","itimatiellae","B1-41"
"d28313e755b0d735a3f5db93b60345b9","S00PP-0030",24,"teria","micutes","stridia","stridiales"
"30d87e91be256a2b5f96b636ef04cda2","S00PP-0023",23,"teria","micutes","stridia","tostreptococcales-Tissierellales"
"64b2878acd46b25aa1c29c807aafa506","S00PP-0006",23,"teria","rucomicrobiota","tisphaeria","tivallales"
"d0fae733b7242a6aa4da9bb089246416","S00PP-0029",23,"teria","micutes","stridia","istensenellales"
"f0b52d5da8a6dfae05a2c3125f970408","S00PP-0010",23,"teria","micutes","ativicutes","llonellales-Selenomonadales"
"220a9561f31211deb4aed7c6805ac8e8","S00PP-0024",22,"teria","rucomicrobiota","itimatiellae","B1-41"
"2717c55a33435a4cf9c4953837bac9f4","S00PP-0001",21,"teria","micutes","stridia","stridia_vadinBB60_group"
"30d87e91be256a2b5f96b636ef04cda2","S00PP-0010",21,"teria","micutes","stridia","tostreptococcales-Tissierellales"
"667c7ff5d8981b1c1eb8efc23b295ca2","S00PP-0007",21,"teria","micutes","ativicutes","daminococcales"
"ef26904830b91caa86a460c041c77fd4","S00PP-0017",21,"teria","rucomicrobiota","rucomicrobiae","rucomicrobiales"
"f50d1d42a442560b41612992aa2a07c3","S00PP-0008",21,"haea","rmoplasmatota","rmoplasmata","hanomassiliicoccales"
"220a9561f31211deb4aed7c6805ac8e8","S00PP-0009",20,"teria","rucomicrobiota","itimatiellae","B1-41"
"30d87e91be256a2b5f96b636ef04cda2","S00PP-0024",20,"teria","micutes","stridia","tostreptococcales-Tissierellales"
"667c7ff5d8981b1c1eb8efc23b295ca2","S00PP-0013",20,"teria","micutes","ativicutes","daminococcales"
"d0fae733b7242a6aa4da9bb089246416","S00PP-0008",20,"teria","micutes","stridia","istensenellales"
"032fc3717d8136fccddb555b0aa201a3","S00PP-0013",19,"teria","micutes","stridia","oglobales"
"30d87e91be256a2b5f96b636ef04cda2","S00PP-0029",19,"teria","micutes","stridia","tostreptococcales-Tissierellales"
"7564945495f0d840065ec35193e54153","S00PP-0028",19,"teria","micutes","illi","oplasmatales"
"efe7cb6441176642e881f2abe0b4566f","S00PP-0005",19,"teria","micutes","illi","sipelotrichales"
"f0b52d5da8a6dfae05a2c3125f970408","S00PP-0021",19,"teria","micutes","ativicutes","llonellales-Selenomonadales"
"f0b52d5da8a6dfae05a2c3125f970408","S00PP-0014",19,"teria","micutes","ativicutes","llonellales-Selenomonadales"
"2717c55a33435a4cf9c4953837bac9f4","S00PP-0008",18,"teria","micutes","stridia","stridia_vadinBB60_group"
"7564945495f0d840065ec35193e54153","S00PP-0024",18,"teria","micutes","illi","oplasmatales"
"9aa3baf0e1ca0d9f7c5b119e42c52153","S00PP-0010",18,"teria","pilobacterota","pylobacteria","pylobacterales"
"2717c55a33435a4cf9c4953837bac9f4","S00PP-0015",17,"teria","micutes","stridia","stridia_vadinBB60_group"
"2717c55a33435a4cf9c4953837bac9f4","S00PP-0010",17,"teria","micutes","stridia","stridia_vadinBB60_group"
"36b0b251d44111826aa72760204004f9","S00PP-0020",17,"teria","erribacterota","erribacteres","erribacterales"
"54990f8a1d19297ca852c5f1a8077299","S00PP-0030",17,"teria","inobacteriota","iobacteriia","iobacteriales"
"d0fae733b7242a6aa4da9bb089246416","S00PP-0007",17,"teria","micutes","stridia","istensenellales"
"032fc3717d8136fccddb555b0aa201a3","S00PP-0014",16,"teria","micutes","stridia","oglobales"
"183d7a6a20b38695342d58bce245f3be","S00PP-0008",16,"teria","rochaetota","rochaetia","rochaetales"
"36b0b251d44111826aa72760204004f9","S00PP-0028",16,"teria","erribacterota","erribacteres","erribacterales"
"4f75b2e18a41280d3a51b71dfd217114","S00PP-0012",16,"teria","micutes","illi","9"
"54990f8a1d19297ca852c5f1a8077299","S00PP-0017",16,"teria","inobacteriota","iobacteriia","iobacteriales"
"5b453df6de22132fb2563df13a7731f3","S00PP-0024",16,"teria","micutes","stridia","tococcales"
"667c7ff5d8981b1c1eb8efc23b295ca2","S00PP-0019",16,"teria","micutes","ativicutes","daminococcales"
"9aa3baf0e1ca0d9f7c5b119e42c52153","S00PP-0005",16,"teria","pilobacterota","pylobacteria","pylobacterales"
"d0fae733b7242a6aa4da9bb089246416","S00PP-0021",16,"teria","micutes","stridia","istensenellales"
"f0b52d5da8a6dfae05a2c3125f970408","S00PP-0003",16,"teria","micutes","ativicutes","llonellales-Selenomonadales"
"220a9561f31211deb4aed7c6805ac8e8","S00PP-0025",15,"teria","rucomicrobiota","itimatiellae","B1-41"
"220a9561f31211deb4aed7c6805ac8e8","S00PP-0007",15,"teria","rucomicrobiota","itimatiellae","B1-41"
"220a9561f31211deb4aed7c6805ac8e8","S00PP-0015",15,"teria","rucomicrobiota","itimatiellae","B1-41"
"2717c55a33435a4cf9c4953837bac9f4","S00PP-0017",15,"teria","micutes","stridia","stridia_vadinBB60_group"
"509009e23b0b5922f0580934f82f256e","S00PP-0006",15,"teria","micutes","illi","illales"
"54990f8a1d19297ca852c5f1a8077299","S00PP-0014",15,"teria","inobacteriota","iobacteriia","iobacteriales"
"5b453df6de22132fb2563df13a7731f3","S00PP-0007",15,"teria","micutes","stridia","tococcales"
"a1383ebba0a369e5027e252e0f7587c3","S00PP-0004",15,"teria","teobacteria","maproteobacteria","erobacterales"
"d0fae733b7242a6aa4da9bb089246416","S00PP-0024",15,"teria","micutes","stridia","istensenellales"
"20a1660a7a223afa756767338e4070e0","S00PP-0009",14,"teria","micutes","stridia","dicoprobacterales"
"54990f8a1d19297ca852c5f1a8077299","S00PP-0001",14,"teria","inobacteriota","iobacteriia","iobacteriales"
"64b2878acd46b25aa1c29c807aafa506","S00PP-0028",14,"teria","rucomicrobiota","tisphaeria","tivallales"
"777bf3ba74100b7a4dbd872959a84eeb","S00PP-0020",14,"haea","yarchaeota","hanobacteria","hanobacteriales"
"9254799d4a8b65d9ecf85599fec186e3","S00PP-0026",14,"teria","teobacteria","maproteobacteria","teurellales"
"9254799d4a8b65d9ecf85599fec186e3","S00PP-0015",14,"teria","teobacteria","maproteobacteria","teurellales"
"a1383ebba0a369e5027e252e0f7587c3","S00PP-0012",14,"teria","teobacteria","maproteobacteria","erobacterales"
"d0fae733b7242a6aa4da9bb089246416","S00PP-0012",14,"teria","micutes","stridia","istensenellales"
"d28313e755b0d735a3f5db93b60345b9","S00PP-0012",14,"teria","micutes","stridia","stridiales"
"7564945495f0d840065ec35193e54153","S00PP-0030",13,"teria","micutes","illi","oplasmatales"
"a1383ebba0a369e5027e252e0f7587c3","S00PP-0009",13,"teria","teobacteria","maproteobacteria","erobacterales"
"fe1644129eb6fb34078f939c04915813","S00PP-0015",13,"teria","teobacteria","haproteobacteria","dospirillales"
"218d7fe9eb2b82133c504cb4c7ab8076","S00PP-0025",12,"teria","micutes","stridia","stridia_UCG-014"
"30d87e91be256a2b5f96b636ef04cda2","S00PP-0007",12,"teria","micutes","stridia","tostreptococcales-Tissierellales"
"54990f8a1d19297ca852c5f1a8077299","S00PP-0018",12,"teria","inobacteriota","iobacteriia","iobacteriales"
"667c7ff5d8981b1c1eb8efc23b295ca2","S00PP-0009",12,"teria","micutes","ativicutes","daminococcales"
"9254799d4a8b65d9ecf85599fec186e3","S00PP-0001",12,"teria","teobacteria","maproteobacteria","teurellales"
"d0fae733b7242a6aa4da9bb089246416","S00PP-0013",12,"teria","micutes","stridia","istensenellales"
"d28313e755b0d735a3f5db93b60345b9","S00PP-0015",12,"teria","micutes","stridia","stridiales"
"d730e96249a0e8a57ac0afbe9d7e29e5","S00PP-0010",12,"teria","micutes","illi","oleplasmatales"
"f0b52d5da8a6dfae05a2c3125f970408","S00PP-0001",12,"teria","micutes","ativicutes","llonellales-Selenomonadales"
"f0b52d5da8a6dfae05a2c3125f970408","S00PP-0013",12,"teria","micutes","ativicutes","llonellales-Selenomonadales"
"f50d1d42a442560b41612992aa2a07c3","S00PP-0030",12,"haea","rmoplasmatota","rmoplasmata","hanomassiliicoccales"
"f50d1d42a442560b41612992aa2a07c3","S00PP-0019",12,"haea","rmoplasmatota","rmoplasmata","hanomassiliicoccales"
"0ed4ba32ebfb689312a43dd1d7ed8184","S00PP-0001",11,"teria","escibacteria","charimonadia","charimonadales"
"218d7fe9eb2b82133c504cb4c7ab8076","S00PP-0024",11,"teria","micutes","stridia","stridia_UCG-014"
"220a9561f31211deb4aed7c6805ac8e8","S00PP-0002",11,"teria","rucomicrobiota","itimatiellae","B1-41"
"220a9561f31211deb4aed7c6805ac8e8","S00PP-0021",11,"teria","rucomicrobiota","itimatiellae","B1-41"
"30d87e91be256a2b5f96b636ef04cda2","S00PP-0011",11,"teria","micutes","stridia","tostreptococcales-Tissierellales"
"3ab61ffb86b753b43f425d630a87e7a1","S00PP-0029",11,"teria","nobacteria","pirivibrionia","tranaerophilales"
"54990f8a1d19297ca852c5f1a8077299","S00PP-0011",11,"teria","inobacteriota","iobacteriia","iobacteriales"
"54990f8a1d19297ca852c5f1a8077299","S00PP-0010",11,"teria","inobacteriota","iobacteriia","iobacteriales"
"5b453df6de22132fb2563df13a7731f3","S00PP-0008",11,"teria","micutes","stridia","tococcales"
"5b453df6de22132fb2563df13a7731f3","S00PP-0012",11,"teria","micutes","stridia","tococcales"
"667c7ff5d8981b1c1eb8efc23b295ca2","S00PP-0020",11,"teria","micutes","ativicutes","daminococcales"
"777bf3ba74100b7a4dbd872959a84eeb","S00PP-0009",11,"haea","yarchaeota","hanobacteria","hanobacteriales"
"777bf3ba74100b7a4dbd872959a84eeb","S00PP-0010",11,"haea","yarchaeota","hanobacteria","hanobacteriales"
"8469df96133113f92939d40d2c28b015","S00PP-0004",11,"teria","inobacteriota","inobacteria","idobacteriales"
"8469df96133113f92939d40d2c28b015","S00PP-0009",11,"teria","inobacteriota","inobacteria","idobacteriales"
"c1f83bd0eac0f5b9b6bb409c55d831e0","S00PP-0005",11,"teria","teobacteria","maproteobacteria","kholderiales"
"c1f83bd0eac0f5b9b6bb409c55d831e0","S00PP-0012",11,"teria","teobacteria","maproteobacteria","kholderiales"
